CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
b2f17e13c4a1   peer4.org1.example.com                                                                                  20.10%    142.2MiB / 11.57GiB   71.1MB / 64.9MB   0B / 18.6MB   14
0f521c16e549   peer3.org1.example.com                                                                                  12.95%    155.4MiB / 11.57GiB   72.1MB / 65.1MB   0B / 17.7MB   14
64a3df403f7f   peer2.org1.example.com                                                                                  18.26%    151.1MiB / 11.57GiB   73MB / 65.9MB     0B / 17.9MB   14
1d33a0774627   peer1.org1.example.com                                                                                  23.44%    131.6MiB / 11.57GiB   72.9MB / 57.9MB   0B / 18.9MB   14
34134e6bbb4d   cli                                                                                                     0.00%     1.062MiB / 11.57GiB   110kB / 17.5kB    0B / 336kB    1
77ffa431300a   peer0.org2.example.com                                                                                  10.43%    197.4MiB / 11.57GiB   18.7MB / 16.4MB   0B / 3.84MB   14
2ed2e2c83f1c   peer0.org1.example.com                                                                                  8.81%     128.7MiB / 11.57GiB   69.8MB / 51MB     0B / 6.01MB   13
f9a14036ab3e   couchdb0                                                                                                10.99%    62.29MiB / 11.57GiB   859kB / 885kB     0B / 3.16MB   42
a66bfbf9253e   couchdb1                                                                                                13.69%    129.8MiB / 11.57GiB   1.95MB / 2.11MB   0B / 1.73MB   42
50cf47e07905   orderer.example.com                                                                                     20.19%    91.64MiB / 11.57GiB   16.5MB / 92.8MB   0B / 33.4MB   14
06dec05ee085   ca_orderer                                                                                              0.00%     7.148MiB / 11.57GiB   24.6kB / 27.2kB   0B / 659kB    8
c4257beb273a   ca_org2                                                                                                 0.00%     8.371MiB / 11.57GiB   29.1kB / 35.5kB   0B / 737kB    8
d79a4f613ecf   ca_org1                                                                                                 0.00%     8.898MiB / 11.57GiB   72.9kB / 134kB    0B / 1.65MB   8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
e3f81fe3dd34   dev-peer0.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.86%     8.156MiB / 2GiB       1.66MB / 1.19MB   0B / 0B       8
ec17c381aecc   dev-peer0.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   4.87%     25.07MiB / 2GiB       7.78MB / 2.9MB    0B / 0B       8
c936f8ce58ce   dev-peer7.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   1.14%     7.953MiB / 2GiB       1.01MB / 426kB    0B / 0B       7
1b91ff1a660c   dev-peer5.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   1.37%     7.965MiB / 2GiB       1.07MB / 452kB    0B / 0B       8
5e219326626a   dev-peer3.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   1.56%     8.176MiB / 2GiB       1.11MB / 471kB    0B / 0B       8
4c75378b1eb8   dev-peer4.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   1.40%     8.453MiB / 2GiB       1.08MB / 457kB    0B / 0B       8
78ab195fe9be   dev-peer2.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   1.49%     8.027MiB / 2GiB       1.07MB / 450kB    0B / 0B       7
66a116cb08e9   dev-peer6.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   1.05%     8.375MiB / 2GiB       1.1MB / 452kB     0B / 0B       7
1ba5731ce288   dev-peer1.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   1.38%     8.191MiB / 2GiB       1.12MB / 476kB    0B / 0B       7
dd757f69cdc4   peer7.org1.example.com                                                                                  19.85%    139.7MiB / 11.57GiB   87.7MB / 72.2MB   0B / 20.8MB   14
82087b71a034   peer6.org1.example.com                                                                                  17.02%    134.6MiB / 11.57GiB   86.9MB / 77.8MB   0B / 18.8MB   15
38688619acff   peer5.org1.example.com                                                                                  19.84%    160MiB / 11.57GiB     86.4MB / 81.3MB   0B / 21.1MB   14
