CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
7b78d3a1f7e3   dev-peer0.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   21.34%    11.31MiB / 2GiB       409MB / 346MB     0B / 0B       9
a53f1bee0a4d   dev-peer2.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   15.45%    9.227MiB / 2GiB       412MB / 347MB     0B / 0B       9
be6e23cfcaa7   dev-peer1.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   22.29%    9.625MiB / 2GiB       412MB / 347MB     0B / 0B       10
638d4abd2f96   dev-peer3.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     4.965MiB / 2GiB       10.5kB / 7.07kB   0B / 0B       7
d129f753f997   dev-peer3.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   14.76%    9.16MiB / 2GiB        411MB / 347MB     0B / 0B       10
1e86acc46be4   dev-peer2.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     4.965MiB / 2GiB       10.5kB / 7.09kB   0B / 0B       7
6f91da08f2d8   dev-peer1.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.145MiB / 2GiB       10.7kB / 7.21kB   0B / 0B       7
d660cedc73e9   peer3.org2.example.com                                                                                  0.72%     81.46MiB / 11.57GiB   8.14MB / 5.29MB   0B / 3.58MB   11
19bf5e37eea5   peer2.org2.example.com                                                                                  0.96%     85.78MiB / 11.57GiB   8.33MB / 5.03MB   0B / 3.58MB   10
c8e98f21a5b2   peer1.org2.example.com                                                                                  1.47%     88.09MiB / 11.57GiB   8.11MB / 5.05MB   0B / 3.58MB   10
6e871dd28013   peer3.org1.example.com                                                                                  6.86%     109.4MiB / 11.57GiB   364MB / 1.09GB    0B / 3.58MB   11
7611bfc21290   peer2.org1.example.com                                                                                  7.26%     107.2MiB / 11.57GiB   364MB / 1.09GB    0B / 3.58MB   11
d3d3a1496dda   peer1.org1.example.com                                                                                  9.83%     124.5MiB / 11.57GiB   364MB / 1.09GB    0B / 3.58MB   12
f5fdda2177b7   cli                                                                                                     0.00%     1.059MiB / 11.57GiB   110kB / 17.1kB    0B / 336kB    1
7736081d0aef   peer0.org2.example.com                                                                                  1.17%     91.35MiB / 11.57GiB   9.74MB / 6.81MB   0B / 3.44MB   10
70bef0f527ae   peer0.org1.example.com                                                                                  35.94%    126.2MiB / 11.57GiB   1.31GB / 1.06GB   0B / 3.44MB   12
a45e6f4a2f3c   couchdb0                                                                                                141.52%   102.8MiB / 11.57GiB   34.3MB / 942MB    0B / 1.54MB   42
856dcfea961c   orderer.example.com                                                                                     0.06%     20.41MiB / 11.57GiB   384kB / 1.95MB    0B / 627kB    10
c67b804d4700   couchdb1                                                                                                1.04%     56.85MiB / 11.57GiB   569kB / 569kB     0B / 1.55MB   42
aac7563a02fa   ca_org2                                                                                                 0.00%     7.289MiB / 11.57GiB   47.4kB / 77.3kB   0B / 1.13MB   8
59e30af5515e   ca_org1                                                                                                 0.00%     6.938MiB / 11.57GiB   47.5kB / 77.5kB   0B / 1.13MB   7
230d066d0a88   ca_orderer                                                                                              0.00%     7.137MiB / 11.57GiB   24.4kB / 27.3kB   0B / 659kB    8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
e878ae6139e7   dev-peer0.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.695MiB / 2GiB       654kB / 783kB     0B / 0B       7
7b78d3a1f7e3   dev-peer0.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   19.80%    10.22MiB / 2GiB       413MB / 349MB     0B / 0B       9
a53f1bee0a4d   dev-peer2.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   12.59%    9.871MiB / 2GiB       416MB / 350MB     0B / 0B       9
be6e23cfcaa7   dev-peer1.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   16.51%    9.512MiB / 2GiB       416MB / 350MB     0B / 0B       10
638d4abd2f96   dev-peer3.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     4.965MiB / 2GiB       10.5kB / 7.07kB   0B / 0B       7
d129f753f997   dev-peer3.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   20.57%    10.64MiB / 2GiB       416MB / 350MB     0B / 0B       10
1e86acc46be4   dev-peer2.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     4.965MiB / 2GiB       10.5kB / 7.14kB   0B / 0B       7
6f91da08f2d8   dev-peer1.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.145MiB / 2GiB       10.7kB / 7.21kB   0B / 0B       7
d660cedc73e9   peer3.org2.example.com                                                                                  0.83%     83.56MiB / 11.57GiB   8.17MB / 5.32MB   0B / 3.58MB   11
19bf5e37eea5   peer2.org2.example.com                                                                                  0.79%     85.77MiB / 11.57GiB   8.37MB / 5.07MB   0B / 3.58MB   10
c8e98f21a5b2   peer1.org2.example.com                                                                                  1.15%     89.93MiB / 11.57GiB   8.15MB / 5.09MB   0B / 3.58MB   10
6e871dd28013   peer3.org1.example.com                                                                                  10.50%    109.5MiB / 11.57GiB   368MB / 1.1GB     0B / 3.58MB   11
7611bfc21290   peer2.org1.example.com                                                                                  7.49%     107.3MiB / 11.57GiB   368MB / 1.1GB     0B / 3.58MB   11
d3d3a1496dda   peer1.org1.example.com                                                                                  7.10%     124.5MiB / 11.57GiB   368MB / 1.1GB     0B / 3.58MB   12
f5fdda2177b7   cli                                                                                                     0.00%     1.059MiB / 11.57GiB   110kB / 17.1kB    0B / 336kB    1
7736081d0aef   peer0.org2.example.com                                                                                  1.33%     91.35MiB / 11.57GiB   9.78MB / 6.85MB   0B / 3.44MB   10
70bef0f527ae   peer0.org1.example.com                                                                                  36.17%    123.6MiB / 11.57GiB   1.32GB / 1.07GB   0B / 3.44MB   12
a45e6f4a2f3c   couchdb0                                                                                                143.34%   102.8MiB / 11.57GiB   34.5MB / 952MB    0B / 1.54MB   42
856dcfea961c   orderer.example.com                                                                                     0.05%     20.43MiB / 11.57GiB   385kB / 1.95MB    0B / 627kB    10
c67b804d4700   couchdb1                                                                                                1.13%     56.85MiB / 11.57GiB   569kB / 569kB     0B / 1.55MB   42
aac7563a02fa   ca_org2                                                                                                 0.00%     7.289MiB / 11.57GiB   47.5kB / 77.3kB   0B / 1.13MB   8
59e30af5515e   ca_org1                                                                                                 0.00%     6.938MiB / 11.57GiB   47.5kB / 77.5kB   0B / 1.13MB   7
230d066d0a88   ca_orderer                                                                                              0.00%     7.137MiB / 11.57GiB   24.4kB / 27.3kB   0B / 659kB    8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
e878ae6139e7   dev-peer0.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.695MiB / 2GiB       654kB / 783kB     0B / 0B       7
7b78d3a1f7e3   dev-peer0.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   23.03%    10.32MiB / 2GiB       417MB / 352MB     0B / 0B       9
a53f1bee0a4d   dev-peer2.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   15.02%    8.992MiB / 2GiB       420MB / 354MB     0B / 0B       9
be6e23cfcaa7   dev-peer1.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   20.17%    10.04MiB / 2GiB       420MB / 354MB     0B / 0B       10
638d4abd2f96   dev-peer3.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     4.965MiB / 2GiB       10.5kB / 7.07kB   0B / 0B       7
d129f753f997   dev-peer3.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   18.19%    9.129MiB / 2GiB       420MB / 354MB     0B / 0B       10
1e86acc46be4   dev-peer2.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     4.965MiB / 2GiB       10.5kB / 7.14kB   0B / 0B       7
6f91da08f2d8   dev-peer1.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.145MiB / 2GiB       10.7kB / 7.21kB   0B / 0B       7
d660cedc73e9   peer3.org2.example.com                                                                                  1.28%     84.5MiB / 11.57GiB    8.21MB / 5.36MB   0B / 3.58MB   11
19bf5e37eea5   peer2.org2.example.com                                                                                  1.30%     85.79MiB / 11.57GiB   8.41MB / 5.11MB   0B / 3.58MB   10
c8e98f21a5b2   peer1.org2.example.com                                                                                  1.23%     91.01MiB / 11.57GiB   8.18MB / 5.12MB   0B / 3.58MB   10
6e871dd28013   peer3.org1.example.com                                                                                  9.24%     97MiB / 11.57GiB      371MB / 1.11GB    0B / 3.58MB   11
7611bfc21290   peer2.org1.example.com                                                                                  7.70%     100.2MiB / 11.57GiB   371MB / 1.11GB    0B / 3.58MB   11
d3d3a1496dda   peer1.org1.example.com                                                                                  8.07%     124.6MiB / 11.57GiB   371MB / 1.11GB    0B / 3.58MB   12
