CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
564cb404308c   dev-peer0.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.473MiB / 2GiB       324kB / 382kB     0B / 0B       7
6fbaa2281f37   dev-peer1.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   22.66%    8.949MiB / 2GiB       197MB / 164MB     0B / 0B       9
bb85d2ea2e20   dev-peer2.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   19.90%    9.242MiB / 2GiB       197MB / 164MB     0B / 0B       9
003602e37b49   dev-peer3.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   19.81%    8.699MiB / 2GiB       196MB / 164MB     0B / 0B       9
6640668c08c7   peer3.org1.example.com                                                                                  9.70%     103.1MiB / 11.57GiB   179MB / 517MB     0B / 3.43MB   10
3300305257ae   peer2.org1.example.com                                                                                  9.92%     110.6MiB / 11.57GiB   176MB / 517MB     0B / 3.44MB   11
d682d9a12dd8   peer1.org1.example.com                                                                                  11.43%    91.46MiB / 11.57GiB   177MB / 517MB     0B / 3.43MB   11
e2e6ace26dad   cli                                                                                                     0.00%     1.059MiB / 11.57GiB   109kB / 17.7kB    0B / 336kB    1
1f89ad65cd4c   peer0.org1.example.com                                                                                  40.38%    144.4MiB / 11.57GiB   608MB / 509MB     0B / 3.35MB   13
b67642bca6e1   peer0.org2.example.com                                                                                  1.26%     66.41MiB / 11.57GiB   5.6MB / 2.7MB     0B / 3.37MB   10
f44dcc617cde   couchdb1                                                                                                0.28%     55.62MiB / 11.57GiB   359kB / 335kB     0B / 1.42MB   42
a72317bb1012   orderer.example.com                                                                                     0.06%     19.59MiB / 11.57GiB   262kB / 983kB     0B / 500kB    12
06570e84cacd   couchdb0                                                                                                172.65%   113.8MiB / 11.57GiB   13.6MB / 436MB    0B / 1.42MB   42
64b3d7dc3419   ca_org1                                                                                                 0.00%     7.41MiB / 11.57GiB    46.4kB / 77.8kB   0B / 1.13MB   7
8098c80205e5   ca_org2                                                                                                 0.00%     7.117MiB / 11.57GiB   27.2kB / 35.4kB   0B / 737kB    7
f4bf6573cc65   ca_orderer                                                                                              0.00%     7.109MiB / 11.57GiB   23kB / 27.2kB     0B / 659kB    8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
d759e481e4ac   dev-peer0.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   30.44%    12.98MiB / 2GiB       194MB / 163MB     0B / 0B       9
564cb404308c   dev-peer0.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.473MiB / 2GiB       324kB / 382kB     0B / 0B       7
6fbaa2281f37   dev-peer1.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   20.83%    8.688MiB / 2GiB       201MB / 168MB     0B / 0B       9
bb85d2ea2e20   dev-peer2.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   20.51%    8.715MiB / 2GiB       201MB / 168MB     0B / 0B       9
003602e37b49   dev-peer3.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   21.04%    8.625MiB / 2GiB       201MB / 168MB     0B / 0B       9
6640668c08c7   peer3.org1.example.com                                                                                  11.36%    103.1MiB / 11.57GiB   183MB / 529MB     0B / 3.43MB   10
3300305257ae   peer2.org1.example.com                                                                                  10.82%    110.8MiB / 11.57GiB   181MB / 530MB     0B / 3.44MB   11
d682d9a12dd8   peer1.org1.example.com                                                                                  10.63%    91.46MiB / 11.57GiB   181MB / 529MB     0B / 3.43MB   11
e2e6ace26dad   cli                                                                                                     0.00%     1.059MiB / 11.57GiB   109kB / 17.7kB    0B / 336kB    1
1f89ad65cd4c   peer0.org1.example.com                                                                                  47.22%    158.1MiB / 11.57GiB   620MB / 521MB     0B / 3.35MB   13
b67642bca6e1   peer0.org2.example.com                                                                                  1.23%     66.48MiB / 11.57GiB   5.63MB / 2.73MB   0B / 3.37MB   10
f44dcc617cde   couchdb1                                                                                                0.27%     55.62MiB / 11.57GiB   359kB / 335kB     0B / 1.42MB   42
a72317bb1012   orderer.example.com                                                                                     0.05%     19.59MiB / 11.57GiB   262kB / 983kB     0B / 500kB    12
06570e84cacd   couchdb0                                                                                                135.56%   113.8MiB / 11.57GiB   14MB / 444MB      0B / 1.42MB   42
64b3d7dc3419   ca_org1                                                                                                 0.00%     7.41MiB / 11.57GiB    46.4kB / 77.8kB   0B / 1.13MB   7
8098c80205e5   ca_org2                                                                                                 0.00%     7.117MiB / 11.57GiB   27.2kB / 35.4kB   0B / 737kB    7
f4bf6573cc65   ca_orderer                                                                                              0.00%     7.109MiB / 11.57GiB   23kB / 27.2kB     0B / 659kB    8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
d759e481e4ac   dev-peer0.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   36.19%    16.14MiB / 2GiB       200MB / 167MB     0B / 0B       9
564cb404308c   dev-peer0.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.473MiB / 2GiB       324kB / 382kB     0B / 0B       7
6fbaa2281f37   dev-peer1.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   21.68%    8.855MiB / 2GiB       206MB / 172MB     0B / 0B       9
bb85d2ea2e20   dev-peer2.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   20.36%    8.883MiB / 2GiB       206MB / 172MB     0B / 0B       9
003602e37b49   dev-peer3.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   25.14%    9.055MiB / 2GiB       206MB / 172MB     0B / 0B       9
6640668c08c7   peer3.org1.example.com                                                                                  11.58%    103.2MiB / 11.57GiB   187MB / 542MB     0B / 3.43MB   10
3300305257ae   peer2.org1.example.com                                                                                  11.31%    111.7MiB / 11.57GiB   185MB / 542MB     0B / 3.44MB   11
d682d9a12dd8   peer1.org1.example.com                                                                                  10.35%    91.47MiB / 11.57GiB   185MB / 542MB     0B / 3.43MB   11
e2e6ace26dad   cli                                                                                                     0.00%     1.059MiB / 11.57GiB   109kB / 17.7kB    0B / 336kB    1
1f89ad65cd4c   peer0.org1.example.com                                                                                  58.81%    159.9MiB / 11.57GiB   638MB / 536MB     0B / 3.35MB   13
b67642bca6e1   peer0.org2.example.com                                                                                  0.64%     66.48MiB / 11.57GiB   5.65MB / 2.74MB   0B / 3.37MB   10
f44dcc617cde   couchdb1                                                                                                0.11%     55.62MiB / 11.57GiB   359kB / 335kB     0B / 1.42MB   42
a72317bb1012   orderer.example.com                                                                                     0.07%     19.59MiB / 11.57GiB   263kB / 983kB     0B / 500kB    12
06570e84cacd   couchdb0                                                                                                143.50%   114.1MiB / 11.57GiB   14.5MB / 458MB    0B / 1.42MB   42
64b3d7dc3419   ca_org1                                                                                                 0.00%     7.41MiB / 11.57GiB    46.4kB / 77.8kB   0B / 1.13MB   7
8098c80205e5   ca_org2                                                                                                 0.00%     7.117MiB / 11.57GiB   27.2kB / 35.4kB   0B / 737kB    7
f4bf6573cc65   ca_orderer                                                                                              0.00%     7.109MiB / 11.57GiB   23kB / 27.2kB     0B / 659kB    8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
d759e481e4ac   dev-peer0.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   17.83%    13.26MiB / 2GiB       203MB / 170MB     0B / 0B       9
564cb404308c   dev-peer0.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.473MiB / 2GiB       324kB / 382kB     0B / 0B       7
6fbaa2281f37   dev-peer1.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   21.54%    8.883MiB / 2GiB       211MB / 176MB     0B / 0B       9
bb85d2ea2e20   dev-peer2.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   19.78%    8.84MiB / 2GiB        211MB / 176MB     0B / 0B       9
003602e37b49   dev-peer3.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   21.72%    8.832MiB / 2GiB       210MB / 175MB     0B / 0B       9
6640668c08c7   peer3.org1.example.com                                                                                  10.66%    103.2MiB / 11.57GiB   191MB / 554MB     0B / 3.43MB   11
3300305257ae   peer2.org1.example.com                                                                                  10.62%    103.9MiB / 11.57GiB   189MB / 554MB     0B / 3.44MB   11
d682d9a12dd8   peer1.org1.example.com                                                                                  9.95%     91.57MiB / 11.57GiB   189MB / 554MB     0B / 3.43MB   11
e2e6ace26dad   cli                                                                                                     0.00%     1.059MiB / 11.57GiB   109kB / 17.7kB    0B / 336kB    1
1f89ad65cd4c   peer0.org1.example.com                                                                                  33.87%    159.6MiB / 11.57GiB   650MB / 546MB     0B / 3.35MB   13
b67642bca6e1   peer0.org2.example.com                                                                                  1.21%     66.48MiB / 11.57GiB   5.67MB / 2.77MB   0B / 3.37MB   10
f44dcc617cde   couchdb1                                                                                                0.24%     55.62MiB / 11.57GiB   359kB / 335kB     0B / 1.42MB   42
a72317bb1012   orderer.example.com                                                                                     0.07%     19.59MiB / 11.57GiB   263kB / 984kB     0B / 500kB    12
06570e84cacd   couchdb0                                                                                                172.45%   114.3MiB / 11.57GiB   14.9MB / 466MB    0B / 1.42MB   42
64b3d7dc3419   ca_org1                                                                                                 0.21%     7.41MiB / 11.57GiB    46.4kB / 77.8kB   0B / 1.13MB   7
8098c80205e5   ca_org2                                                                                                 0.00%     7.117MiB / 11.57GiB   27.2kB / 35.4kB   0B / 737kB    7
f4bf6573cc65   ca_orderer                                                                                              0.00%     7.109MiB / 11.57GiB   23kB / 27.2kB     0B / 659kB    8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
d759e481e4ac   dev-peer0.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   38.99%    13.85MiB / 2GiB       208MB / 174MB     0B / 0B       9
564cb404308c   dev-peer0.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.473MiB / 2GiB       324kB / 382kB     0B / 0B       7
6fbaa2281f37   dev-peer1.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   23.26%    8.648MiB / 2GiB       215MB / 180MB     0B / 0B       9
bb85d2ea2e20   dev-peer2.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   20.28%    8.891MiB / 2GiB       215MB / 180MB     0B / 0B       9
003602e37b49   dev-peer3.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   19.86%    8.664MiB / 2GiB       215MB / 179MB     0B / 0B       9
6640668c08c7   peer3.org1.example.com                                                                                  12.15%    103.3MiB / 11.57GiB   196MB / 566MB     0B / 3.43MB   11
3300305257ae   peer2.org1.example.com                                                                                  10.57%    104.1MiB / 11.57GiB   193MB / 567MB     0B / 3.44MB   11
d682d9a12dd8   peer1.org1.example.com                                                                                  11.36%    91.61MiB / 11.57GiB   193MB / 567MB     0B / 3.43MB   11
e2e6ace26dad   cli                                                                                                     0.00%     1.059MiB / 11.57GiB   109kB / 17.7kB    0B / 336kB    1
1f89ad65cd4c   peer0.org1.example.com                                                                                  63.50%    159.6MiB / 11.57GiB   665MB / 559MB     0B / 3.35MB   13
b67642bca6e1   peer0.org2.example.com                                                                                  0.76%     66.49MiB / 11.57GiB   5.69MB / 2.79MB   0B / 3.37MB   10
f44dcc617cde   couchdb1                                                                                                0.17%     55.62MiB / 11.57GiB   359kB / 335kB     0B / 1.42MB   42
a72317bb1012   orderer.example.com                                                                                     0.04%     19.59MiB / 11.57GiB   264kB / 984kB     0B / 500kB    12
06570e84cacd   couchdb0                                                                                                138.00%   114.2MiB / 11.57GiB   15.4MB / 477MB    0B / 1.42MB   42
64b3d7dc3419   ca_org1                                                                                                 0.00%     7.41MiB / 11.57GiB    46.4kB / 77.8kB   0B / 1.13MB   7
8098c80205e5   ca_org2                                                                                                 0.00%     7.117MiB / 11.57GiB   27.2kB / 35.4kB   0B / 737kB    7
f4bf6573cc65   ca_orderer                                                                                              0.00%     7.109MiB / 11.57GiB   23kB / 27.2kB     0B / 659kB    8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
d759e481e4ac   dev-peer0.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   5.29%     14.15MiB / 2GiB       212MB / 178MB     0B / 0B       9
564cb404308c   dev-peer0.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.473MiB / 2GiB       324kB / 382kB     0B / 0B       7
6fbaa2281f37   dev-peer1.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   41.44%    11.47MiB / 2GiB       220MB / 184MB     0B / 0B       9
bb85d2ea2e20   dev-peer2.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   35.26%    9.766MiB / 2GiB       220MB / 183MB     0B / 0B       9
003602e37b49   dev-peer3.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   34.61%    10.85MiB / 2GiB       220MB / 183MB     0B / 0B       9
6640668c08c7   peer3.org1.example.com                                                                                  21.77%    103.2MiB / 11.57GiB   200MB / 578MB     0B / 3.43MB   11
3300305257ae   peer2.org1.example.com                                                                                  19.63%    111.7MiB / 11.57GiB   197MB / 579MB     0B / 3.44MB   11
d682d9a12dd8   peer1.org1.example.com                                                                                  20.28%    91.57MiB / 11.57GiB   197MB / 579MB     0B / 3.43MB   11
e2e6ace26dad   cli                                                                                                     0.00%     1.059MiB / 11.57GiB   109kB / 17.7kB    0B / 336kB    1
1f89ad65cd4c   peer0.org1.example.com                                                                                  14.96%    159.5MiB / 11.57GiB   679MB / 569MB     0B / 3.35MB   13
b67642bca6e1   peer0.org2.example.com                                                                                  2.90%     66.5MiB / 11.57GiB    5.72MB / 2.82MB   0B / 3.37MB   10
f44dcc617cde   couchdb1                                                                                                0.44%     55.63MiB / 11.57GiB   359kB / 335kB     0B / 1.42MB   42
a72317bb1012   orderer.example.com                                                                                     0.12%     19.59MiB / 11.57GiB   264kB / 985kB     0B / 500kB    12
06570e84cacd   couchdb0                                                                                                105.68%   113.7MiB / 11.57GiB   15.8MB / 487MB    0B / 1.42MB   42
64b3d7dc3419   ca_org1                                                                                                 0.00%     7.41MiB / 11.57GiB    46.4kB / 77.8kB   0B / 1.13MB   7
8098c80205e5   ca_org2                                                                                                 0.00%     7.117MiB / 11.57GiB   27.2kB / 35.4kB   0B / 737kB    7
f4bf6573cc65   ca_orderer                                                                                              0.00%     7.109MiB / 11.57GiB   23kB / 27.2kB     0B / 659kB    8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
d759e481e4ac   dev-peer0.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.12%     11.53MiB / 2GiB       221MB / 185MB     0B / 0B       9
564cb404308c   dev-peer0.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.473MiB / 2GiB       324kB / 382kB     0B / 0B       7
6fbaa2281f37   dev-peer1.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     8.734MiB / 2GiB       221MB / 184MB     0B / 0B       9
bb85d2ea2e20   dev-peer2.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     8.898MiB / 2GiB       221MB / 184MB     0B / 0B       9
003602e37b49   dev-peer3.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     8.473MiB / 2GiB       221MB / 184MB     0B / 0B       9
6640668c08c7   peer3.org1.example.com                                                                                  3.25%     103.2MiB / 11.57GiB   200MB / 581MB     0B / 3.43MB   11
3300305257ae   peer2.org1.example.com                                                                                  3.49%     111.7MiB / 11.57GiB   198MB / 581MB     0B / 3.44MB   11
d682d9a12dd8   peer1.org1.example.com                                                                                  3.34%     91.49MiB / 11.57GiB   198MB / 581MB     0B / 3.43MB   11
e2e6ace26dad   cli                                                                                                     0.00%     1.059MiB / 11.57GiB   109kB / 17.7kB    0B / 336kB    1
1f89ad65cd4c   peer0.org1.example.com                                                                                  3.60%     150.8MiB / 11.57GiB   697MB / 593MB     0B / 3.35MB   13
b67642bca6e1   peer0.org2.example.com                                                                                  2.22%     66.48MiB / 11.57GiB   5.75MB / 2.84MB   0B / 3.37MB   10
f44dcc617cde   couchdb1                                                                                                0.26%     55.63MiB / 11.57GiB   359kB / 335kB     0B / 1.42MB   42
a72317bb1012   orderer.example.com                                                                                     0.41%     19.58MiB / 11.57GiB   266kB / 987kB     0B / 500kB    12
06570e84cacd   couchdb0                                                                                                5.85%     113.6MiB / 11.57GiB   16.2MB / 498MB    0B / 1.42MB   42
64b3d7dc3419   ca_org1                                                                                                 0.00%     7.41MiB / 11.57GiB    46.4kB / 77.8kB   0B / 1.13MB   7
8098c80205e5   ca_org2                                                                                                 0.00%     7.117MiB / 11.57GiB   27.2kB / 35.4kB   0B / 737kB    7
f4bf6573cc65   ca_orderer                                                                                              0.00%     7.109MiB / 11.57GiB   23kB / 27.2kB     0B / 659kB    8
