CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O        PIDS
77fd36d85993   peer3.org2.example.com                                                                                  16.06%    122.5MiB / 11.57GiB   109MB / 90.7MB    0B / 27.5MB      15
9ece99169913   peer2.org2.example.com                                                                                  14.72%    120.5MiB / 11.57GiB   103MB / 84.3MB    0B / 27.4MB      12
d94e1203d1d0   peer1.org2.example.com                                                                                  14.02%    123.1MiB / 11.57GiB   108MB / 82.7MB    0B / 26.8MB      13
3eab859b89bc   peer7.org1.example.com                                                                                  14.07%    152.3MiB / 11.57GiB   103MB / 90MB      0B / 24.1MB      14
2bd1e7dde2bc   peer6.org1.example.com                                                                                  15.74%    157MiB / 11.57GiB     109MB / 85MB      0B / 24.8MB      15
efcb010ad736   peer5.org1.example.com                                                                                  14.87%    147.9MiB / 11.57GiB   106MB / 91.4MB    0B / 25MB        13
e1482d9d24e1   peer4.org1.example.com                                                                                  14.27%    155.6MiB / 11.57GiB   104MB / 93.2MB    0B / 25.6MB      15
79bda7e132a4   peer3.org1.example.com                                                                                  15.83%    148.6MiB / 11.57GiB   107MB / 80MB      0B / 25.8MB      13
f43ca3b8d926   peer2.org1.example.com                                                                                  13.65%    156.7MiB / 11.57GiB   103MB / 88.8MB    0B / 26.5MB      14
c1ece5508f92   peer1.org1.example.com                                                                                  17.63%    137.7MiB / 11.57GiB   105MB / 89.1MB    0B / 25.4MB      14
117020961f04   cli                                                                                                     0.00%     1.066MiB / 11.57GiB   120kB / 17.5kB    53.2kB / 336kB   1
624ce2712d38   peer0.org2.example.com                                                                                  8.03%     115.9MiB / 11.57GiB   104MB / 94.9MB    0B / 18.5MB      13
f583341e09b0   peer0.org1.example.com                                                                                  8.88%     158.8MiB / 11.57GiB   102MB / 104MB     0B / 18.3MB      12
8fbe93589913   orderer.example.com                                                                                     13.48%    93.71MiB / 11.57GiB   20.2MB / 263MB    0B / 36.8MB      15
29df7c6baed2   couchdb1                                                                                                8.91%     65MiB / 11.57GiB      1.51MB / 1.5MB    0B / 15.2MB      42
562ba8858b07   couchdb0                                                                                                10.95%    66.23MiB / 11.57GiB   1.51MB / 1.49MB   0B / 16MB        42
9b83239f8b68   ca_orderer                                                                                              0.00%     7.059MiB / 11.57GiB   34.1kB / 27.2kB   16.4kB / 659kB   7
c07f92b5c9a6   ca_org2                                                                                                 0.00%     7.316MiB / 11.57GiB   82.2kB / 133kB    0B / 1.65MB      8
844594a1b4b1   ca_org1                                                                                                 0.00%     7.145MiB / 11.57GiB   82.1kB / 134kB    0B / 1.65MB      8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O        PIDS
b6100486c01a   dev-peer0.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.61%     8.059MiB / 2GiB       1.75MB / 1.25MB   0B / 0B          7
d43be5d0e8b3   dev-peer4.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.74%     8.105MiB / 2GiB       1.12MB / 478kB    0B / 0B          8
5fa2c6027bd9   dev-peer2.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.69%     8.488MiB / 2GiB       1.1MB / 474kB     0B / 0B          8
6e68049281fb   dev-peer7.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.69%     8.184MiB / 2GiB       1.12MB / 466kB    0B / 0B          8
f5857b92b373   dev-peer6.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.71%     8.258MiB / 2GiB       1.03MB / 446kB    0B / 0B          7
db6258fcc444   dev-peer5.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.90%     8.004MiB / 2GiB       1.12MB / 485kB    0B / 0B          8
fc35ab9d0b44   dev-peer2.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.69%     8.121MiB / 2GiB       1.09MB / 461kB    0B / 0B          8
8b31f9929446   dev-peer0.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.65%     8.293MiB / 2GiB       1.74MB / 1.24MB   0B / 0B          7
91487ee3e0da   dev-peer3.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.74%     8.535MiB / 2GiB       1.21MB / 518kB    0B / 0B          8
256fc3b9414d   dev-peer1.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.61%     7.938MiB / 2GiB       1.11MB / 478kB    0B / 0B          7
ad76e63b655b   dev-peer3.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.64%     8.344MiB / 2GiB       1.06MB / 455kB    0B / 0B          7
cff2e808af89   dev-peer7.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.88%     8.25MiB / 2GiB        1.12MB / 490kB    0B / 0B          8
de3752696cfe   dev-peer4.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.55%     8.152MiB / 2GiB       1.02MB / 425kB    0B / 0B          8
00d560591b9a   dev-peer5.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.50%     8.074MiB / 2GiB       1.11MB / 463kB    0B / 0B          8
1e18cb5d0e8d   dev-peer1.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.66%     8.09MiB / 2GiB        1.09MB / 451kB    0B / 0B          8
d79f6760666a   dev-peer6.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.82%     8.07MiB / 2GiB        1.12MB / 464kB    0B / 0B          8
973d2c8872fb   peer7.org2.example.com                                                                                  12.14%    126MiB / 11.57GiB     114MB / 89.4MB    0B / 31.1MB      12
30ff2894bd2b   peer6.org2.example.com                                                                                  13.02%    120.8MiB / 11.57GiB   117MB / 99.9MB    0B / 29.6MB      14
178e2ece458e   peer5.org2.example.com                                                                                  13.04%    123.4MiB / 11.57GiB   116MB / 97.8MB    0B / 31.7MB      13
21325716e8f4   peer4.org2.example.com                                                                                  14.80%    130.2MiB / 11.57GiB   124MB / 97.4MB    0B / 31.4MB      14
77fd36d85993   peer3.org2.example.com                                                                                  11.47%    120MiB / 11.57GiB     123MB / 102MB     0B / 31.5MB      15
9ece99169913   peer2.org2.example.com                                                                                  12.15%    125.9MiB / 11.57GiB   115MB / 94.2MB    0B / 31.1MB      12
d94e1203d1d0   peer1.org2.example.com                                                                                  11.04%    125.4MiB / 11.57GiB   123MB / 95.1MB    0B / 30.8MB      13
3eab859b89bc   peer7.org1.example.com                                                                                  16.85%    153.1MiB / 11.57GiB   121MB / 107MB     0B / 27.6MB      14
