CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O       PIDS
a52ef1eafd43   couchdb0                                                                                                135.83%   74.32MiB / 11.57GiB   2.11MB / 68.4MB   0B / 1.41MB     42
3f41b9cb9a7c   couchdb1                                                                                                1.21%     55.45MiB / 11.57GiB   362kB / 338kB     0B / 1.41MB     42
f468fff84ef9   orderer.example.com                                                                                     0.05%     15.09MiB / 11.57GiB   246kB / 1.39MB    123kB / 504kB   9
1a45b6ea5380   ca_org2                                                                                                 0.00%     7.316MiB / 11.57GiB   46.9kB / 77.2kB   0B / 1.13MB     8
a1f9045aee12   ca_orderer                                                                                              0.00%     7.195MiB / 11.57GiB   24kB / 27.2kB     0B / 659kB      7
9d7311074e90   ca_org1                                                                                                 0.00%     7.184MiB / 11.57GiB   47.4kB / 77.7kB   0B / 1.13MB     7
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O       PIDS
84e7a3a3d7c5   dev-peer0.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   23.31%    8.484MiB / 2GiB       34.3MB / 28.9MB   0B / 0B         9
31a943db948e   dev-peer0.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.812MiB / 2GiB       355kB / 420kB     0B / 0B         7
6cc19a534190   dev-peer1.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   25.22%    8.793MiB / 2GiB       36.1MB / 30.2MB   0B / 0B         9
fb9114b209da   dev-peer3.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   22.75%    8.789MiB / 2GiB       36.1MB / 30.2MB   0B / 0B         9
d3772be92cd6   dev-peer2.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.145MiB / 2GiB       7.85kB / 4.66kB   0B / 0B         7
466e51efcc70   dev-peer1.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.348MiB / 2GiB       7.89kB / 4.69kB   0B / 0B         7
