CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
97e4cfe26a85   peer6.org2.example.com                                                                                  1.25%     94.96MiB / 11.57GiB   7.79MB / 4.78MB   0B / 3.44MB   10
1fa7735f01c3   peer5.org2.example.com                                                                                  1.60%     103.7MiB / 11.57GiB   7.96MB / 4.79MB   0B / 3.44MB   10
d77cfd4b3e34   peer4.org2.example.com                                                                                  2.42%     84.2MiB / 11.57GiB    8.04MB / 5.07MB   0B / 3.44MB   10
d9570bcedd9d   peer3.org2.example.com                                                                                  2.79%     89.55MiB / 11.57GiB   8.1MB / 5.11MB    0B / 3.44MB   11
8ec70dc91c46   peer2.org2.example.com                                                                                  1.33%     71.74MiB / 11.57GiB   7.89MB / 5.13MB   0B / 3.44MB   10
55c58d322531   peer1.org2.example.com                                                                                  1.31%     87.33MiB / 11.57GiB   8.04MB / 5.21MB   0B / 3.44MB   10
dbbff7264562   peer7.org1.example.com                                                                                  7.88%     105.3MiB / 11.57GiB   14.2MB / 22.7MB   0B / 3.44MB   11
54f3b4d5e5c6   peer6.org1.example.com                                                                                  8.04%     93.77MiB / 11.57GiB   13.9MB / 22.3MB   0B / 3.45MB   12
a70a48a5854a   peer5.org1.example.com                                                                                  8.26%     86.19MiB / 11.57GiB   14.2MB / 22.5MB   0B / 3.44MB   12
ebee7a32a575   peer4.org1.example.com                                                                                  9.63%     95.83MiB / 11.57GiB   14MB / 22.4MB     0B / 3.44MB   10
374935af152b   peer3.org1.example.com                                                                                  6.49%     86.54MiB / 11.57GiB   14.1MB / 22.3MB   0B / 3.44MB   11
e0d28cf66057   peer2.org1.example.com                                                                                  6.84%     90.23MiB / 11.57GiB   14MB / 22.2MB     0B / 3.44MB   10
b94066f0a2a5   peer1.org1.example.com                                                                                  8.67%     90.54MiB / 11.57GiB   14.2MB / 22.8MB   0B / 3.44MB   11
68002ec6b978   cli                                                                                                     0.00%     1.062MiB / 11.57GiB   116kB / 17.7kB    0B / 336kB    1
1e3f5fb67b07   peer0.org2.example.com                                                                                  2.76%     78.18MiB / 11.57GiB   9.2MB / 6.46MB    0B / 3.36MB   10
003aae00fd5b   peer0.org1.example.com                                                                                  26.63%    110.2MiB / 11.57GiB   29.6MB / 24.1MB   0B / 3.36MB   11
00f5b258c8cf   couchdb0                                                                                                96.43%    58.84MiB / 11.57GiB   731kB / 14.7MB    0B / 1.41MB   42
885e4884a897   orderer.example.com                                                                                     0.05%     23.11MiB / 11.57GiB   325kB / 2.71MB    0B / 520kB    12
b07cf842f304   couchdb1                                                                                                2.02%     57.25MiB / 11.57GiB   366kB / 337kB     0B / 1.41MB   42
980ffa471909   ca_org2                                                                                                 0.00%     7.395MiB / 11.57GiB   78.6kB / 133kB    0B / 1.65MB   8
b90f9bc9bf8a   ca_orderer                                                                                              0.00%     6.934MiB / 11.57GiB   30.2kB / 27.2kB   0B / 659kB    7
2a7986d3694b   ca_org1                                                                                                 0.00%     7.418MiB / 11.57GiB   78.6kB / 134kB    0B / 1.65MB   7
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
9291e27beff2   dev-peer0.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   11.44%    8.18MiB / 2GiB        9.73MB / 8.25MB   0B / 0B       8
d99f8a07f1ff   dev-peer3.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.453MiB / 2GiB       5.96kB / 2.82kB   0B / 0B       7
b1da17ad0668   dev-peer5.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   11.15%    8.434MiB / 2GiB       9.47MB / 7.91MB   0B / 0B       8
9c03531e6c66   dev-peer2.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.664MiB / 2GiB       5.86kB / 2.87kB   0B / 0B       7
68f8cad3c208   dev-peer0.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.01%     6.672MiB / 2GiB       310kB / 365kB     0B / 0B       7
98e80f7b38ce   dev-peer1.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   11.15%    8.16MiB / 2GiB        9.56MB / 7.94MB   0B / 0B       7
26af6c2065ba   dev-peer7.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.223MiB / 2GiB       5.67kB / 2.87kB   0B / 0B       6
55276b064842   dev-peer7.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   10.81%    8.34MiB / 2GiB        9.42MB / 7.86MB   0B / 0B       8
0c79b43b80af   dev-peer6.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   10.96%    8.234MiB / 2GiB       9.49MB / 7.93MB   0B / 0B       8
415d3ac59ac5   dev-peer2.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   9.29%     8.641MiB / 2GiB       9.31MB / 7.76MB   0B / 0B       9
74d9211b9a42   dev-peer5.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.148MiB / 2GiB       5.47kB / 2.76kB   0B / 0B       6
854ed6b189c6   dev-peer4.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   12.63%    8.824MiB / 2GiB       9.42MB / 7.85MB   0B / 0B       8
6b14f7700a04   dev-peer1.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.293MiB / 2GiB       5.94kB / 2.8kB    0B / 0B       7
ae5412612d55   dev-peer6.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.301MiB / 2GiB       5.84kB / 2.87kB   0B / 0B       7
b4564b8c4544   dev-peer4.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.508MiB / 2GiB       5.72kB / 2.88kB   0B / 0B       7
405f0d300742   dev-peer3.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   12.96%    8.219MiB / 2GiB       9.41MB / 7.86MB   0B / 0B       8
76e0deed3c28   peer7.org2.example.com                                                                                  1.21%     80.35MiB / 11.57GiB   7.93MB / 4.79MB   0B / 3.45MB   10
97e4cfe26a85   peer6.org2.example.com                                                                                  1.89%     95MiB / 11.57GiB      7.86MB / 4.84MB   0B / 3.44MB   10
1fa7735f01c3   peer5.org2.example.com                                                                                  1.77%     103.7MiB / 11.57GiB   8.01MB / 4.84MB   0B / 3.44MB   10
d77cfd4b3e34   peer4.org2.example.com                                                                                  2.56%     84.11MiB / 11.57GiB   8.11MB / 5.14MB   0B / 3.44MB   10
d9570bcedd9d   peer3.org2.example.com                                                                                  1.43%     89.59MiB / 11.57GiB   8.16MB / 5.19MB   0B / 3.44MB   11
8ec70dc91c46   peer2.org2.example.com                                                                                  1.12%     71.72MiB / 11.57GiB   7.94MB / 5.18MB   0B / 3.44MB   10
55c58d322531   peer1.org2.example.com                                                                                  1.92%     87.38MiB / 11.57GiB   8.11MB / 5.27MB   0B / 3.44MB   10
dbbff7264562   peer7.org1.example.com                                                                                  6.55%     105.4MiB / 11.57GiB   16.6MB / 29.9MB   0B / 3.44MB   11
54f3b4d5e5c6   peer6.org1.example.com                                                                                  7.70%     93.96MiB / 11.57GiB   16.6MB / 30.4MB   0B / 3.45MB   12
a70a48a5854a   peer5.org1.example.com                                                                                  7.71%     86.61MiB / 11.57GiB   16.8MB / 30.2MB   0B / 3.44MB   12
ebee7a32a575   peer4.org1.example.com                                                                                  5.61%     98.37MiB / 11.57GiB   16.4MB / 29.6MB   0B / 3.44MB   10
374935af152b   peer3.org1.example.com                                                                                  8.14%     86.77MiB / 11.57GiB   16.7MB / 30.2MB   0B / 3.44MB   11
e0d28cf66057   peer2.org1.example.com                                                                                  8.31%     90.77MiB / 11.57GiB   16.5MB / 29.8MB   0B / 3.44MB   10
b94066f0a2a5   peer1.org1.example.com                                                                                  8.07%     91.87MiB / 11.57GiB   16.7MB / 30.2MB   0B / 3.44MB   11
68002ec6b978   cli                                                                                                     0.00%     1.062MiB / 11.57GiB   116kB / 17.7kB    0B / 336kB    1
1e3f5fb67b07   peer0.org2.example.com                                                                                  1.80%     78.2MiB / 11.57GiB    9.27MB / 6.53MB   0B / 3.36MB   10
003aae00fd5b   peer0.org1.example.com                                                                                  23.73%    110.6MiB / 11.57GiB   39MB / 32.1MB     0B / 3.36MB   11
00f5b258c8cf   couchdb0                                                                                                102.90%   59.41MiB / 11.57GiB   903kB / 21.4MB    0B / 1.41MB   42
885e4884a897   orderer.example.com                                                                                     0.05%     23.11MiB / 11.57GiB   325kB / 2.71MB    0B / 520kB    12
b07cf842f304   couchdb1                                                                                                1.05%     57.25MiB / 11.57GiB   366kB / 337kB     0B / 1.41MB   42
980ffa471909   ca_org2                                                                                                 0.00%     7.395MiB / 11.57GiB   78.6kB / 133kB    0B / 1.65MB   8
b90f9bc9bf8a   ca_orderer                                                                                              0.00%     6.934MiB / 11.57GiB   30.2kB / 27.2kB   0B / 659kB    7
2a7986d3694b   ca_org1                                                                                                 0.00%     7.418MiB / 11.57GiB   78.6kB / 134kB    0B / 1.65MB   7
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
9291e27beff2   dev-peer0.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   11.42%    8.457MiB / 2GiB       11.8MB / 10.1MB   0B / 0B       8
d99f8a07f1ff   dev-peer3.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.453MiB / 2GiB       6.09kB / 2.82kB   0B / 0B       7
b1da17ad0668   dev-peer5.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   11.44%    8.43MiB / 2GiB        12.3MB / 10.2MB   0B / 0B       8
9c03531e6c66   dev-peer2.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.664MiB / 2GiB       6.03kB / 2.91kB   0B / 0B       7
68f8cad3c208   dev-peer0.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     6.672MiB / 2GiB       310kB / 365kB     0B / 0B       7
98e80f7b38ce   dev-peer1.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   10.77%    8.223MiB / 2GiB       12.2MB / 10.2MB   0B / 0B       7
26af6c2065ba   dev-peer7.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.223MiB / 2GiB       5.8kB / 2.87kB    0B / 0B       6
55276b064842   dev-peer7.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   12.45%    7.879MiB / 2GiB       12.3MB / 10.3MB   0B / 0B       8
0c79b43b80af   dev-peer6.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   11.08%    8.227MiB / 2GiB       12.2MB / 10.2MB   0B / 0B       8
415d3ac59ac5   dev-peer2.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   10.68%    9.074MiB / 2GiB       12.2MB / 10.2MB   0B / 0B       9
74d9211b9a42   dev-peer5.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.148MiB / 2GiB       5.75kB / 2.84kB   0B / 0B       6
854ed6b189c6   dev-peer4.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   12.81%    8.023MiB / 2GiB       12.3MB / 10.3MB   0B / 0B       8
6b14f7700a04   dev-peer1.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.293MiB / 2GiB       6.13kB / 2.8kB    0B / 0B       7
ae5412612d55   dev-peer6.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.301MiB / 2GiB       6.07kB / 2.91kB   0B / 0B       7
b4564b8c4544   dev-peer4.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.508MiB / 2GiB       5.92kB / 2.88kB   0B / 0B       7
405f0d300742   dev-peer3.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   11.75%    7.941MiB / 2GiB       12.3MB / 10.3MB   0B / 0B       8
76e0deed3c28   peer7.org2.example.com                                                                                  1.40%     80.31MiB / 11.57GiB   8MB / 4.86MB      0B / 3.45MB   10
97e4cfe26a85   peer6.org2.example.com                                                                                  1.47%     88.58MiB / 11.57GiB   7.91MB / 4.9MB    0B / 3.44MB   10
1fa7735f01c3   peer5.org2.example.com                                                                                  3.14%     103.8MiB / 11.57GiB   8.08MB / 4.91MB   0B / 3.44MB   10
d77cfd4b3e34   peer4.org2.example.com                                                                                  1.69%     84.11MiB / 11.57GiB   8.17MB / 5.21MB   0B / 3.44MB   10
d9570bcedd9d   peer3.org2.example.com                                                                                  3.17%     89.58MiB / 11.57GiB   8.24MB / 5.27MB   0B / 3.44MB   11
8ec70dc91c46   peer2.org2.example.com                                                                                  1.88%     71.73MiB / 11.57GiB   8.02MB / 5.24MB   0B / 3.44MB   10
55c58d322531   peer1.org2.example.com                                                                                  2.64%     87.38MiB / 11.57GiB   8.18MB / 5.33MB   0B / 3.44MB   10
dbbff7264562   peer7.org1.example.com                                                                                  8.31%     105.9MiB / 11.57GiB   19.2MB / 37.5MB   0B / 3.44MB   11
54f3b4d5e5c6   peer6.org1.example.com                                                                                  6.05%     94MiB / 11.57GiB      19.1MB / 37.6MB   0B / 3.45MB   12
a70a48a5854a   peer5.org1.example.com                                                                                  6.77%     84.92MiB / 11.57GiB   19.2MB / 37.4MB   0B / 3.44MB   12
ebee7a32a575   peer4.org1.example.com                                                                                  7.83%     98.39MiB / 11.57GiB   19.2MB / 37.7MB   0B / 3.44MB   10
374935af152b   peer3.org1.example.com                                                                                  8.05%     87.66MiB / 11.57GiB   19.2MB / 37.6MB   0B / 3.44MB   11
e0d28cf66057   peer2.org1.example.com                                                                                  7.37%     90.8MiB / 11.57GiB    19.2MB / 37.5MB   0B / 3.44MB   10
b94066f0a2a5   peer1.org1.example.com                                                                                  8.71%     91.92MiB / 11.57GiB   19.4MB / 38.1MB   0B / 3.44MB   11
68002ec6b978   cli                                                                                                     0.00%     1.062MiB / 11.57GiB   116kB / 17.7kB    0B / 336kB    1
1e3f5fb67b07   peer0.org2.example.com                                                                                  2.01%     78.19MiB / 11.57GiB   9.33MB / 6.59MB   0B / 3.36MB   10
003aae00fd5b   peer0.org1.example.com                                                                                  22.42%    110MiB / 11.57GiB     47.9MB / 39.7MB   0B / 3.36MB   11
00f5b258c8cf   couchdb0                                                                                                98.85%    59.52MiB / 11.57GiB   1.07MB / 27.7MB   0B / 1.41MB   42
885e4884a897   orderer.example.com                                                                                     0.04%     23.11MiB / 11.57GiB   328kB / 2.71MB    0B / 520kB    12
b07cf842f304   couchdb1                                                                                                2.20%     56.78MiB / 11.57GiB   366kB / 337kB     0B / 1.41MB   42
980ffa471909   ca_org2                                                                                                 0.00%     7.395MiB / 11.57GiB   78.6kB / 133kB    0B / 1.65MB   8
b90f9bc9bf8a   ca_orderer                                                                                              0.00%     6.934MiB / 11.57GiB   30.2kB / 27.2kB   0B / 659kB    7
2a7986d3694b   ca_org1                                                                                                 0.00%     7.418MiB / 11.57GiB   78.6kB / 134kB    0B / 1.65MB   7
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
9291e27beff2   dev-peer0.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   3.44%     8.57MiB / 2GiB        14.7MB / 12.4MB   0B / 0B       8
d99f8a07f1ff   dev-peer3.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.453MiB / 2GiB       6.16kB / 2.82kB   0B / 0B       7
